Lowest_gadm_level_entered,ADM0_name,ADM1_name,ADM1_code,ADM2_name,ADM2_code,ADM3_name,YEAR,YEAR_END,MONTH,MONTH_END,WEEK,DAY,CASES,DEATHS,"Human-Human (1), Zoonotic (0), Unknown (NA)",OCCUPATION,AGE,GENDER,NOTES,Source,Source2,A_NOTES
1,NGA,Ondo,,,,,2021,,6,7,26,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 26,,
1,NGA,Edo,,,,,2021,,7,,27,,2,0,,,,,,NCDC Weekly SitRep 2021 Wk. 27,,
1,NGA,Ondo,,,,,2021,,7,,27,,5,4,,,,,,NCDC Weekly SitRep 2021 Wk. 27,,
1,NGA,Edo,,,,,2021,,7,,28,,2,0,,,,,,NCDC Weekly SitRep 2021 Wk. 28,,
1,NGA,Ondo,,,,,2021,,7,,28,,3,0,,,,,,NCDC Weekly SitRep 2021 Wk. 28,,
1,NGA,Edo,,,,,2021,,7,,29,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 29,,
1,NGA,Ondo,,,,,2021,,7,,29,,2,1,,,,,,NCDC Weekly SitRep 2021 Wk. 29,,
1,NGA,Taraba,,,,,2021,,7,,29,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 29,,
1,NGA,Edo,,,,,2021,,8,,31,,1,0,,,,,,NCDC Weekly SitRep 2021 Wk. 31,,
1,NGA,Ondo,,,,,2021,,8,,31,,3,1,,,,,,NCDC Weekly SitRep 2021 Wk. 31,,
